id,created_at,text,retweet_count,favorite_count,media_count,url_count,Classification,Sentiment
1100498620841951232,2019-02-26 20:51:32,b'Hard at Work #Photography https://t.co/tZdee0lBsz',0,2,1,0,Non-Aligned,0.0
1100166472624717829,2019-02-25 22:51:41,b'Fedora Fishing #Photography https://t.co/9p1I32IMP8',0,1,1,0,Non-Aligned,0.0
1099266375883862016,2019-02-23 11:15:02,b'Great start to #rguhack2019 @RGUComputing !!! https://t.co/48QkYHrKU9',1,7,1,0,Non-Aligned,0.0
1099244973520814080,2019-02-23 09:49:59,b'This will totally appear on the @RGUHack #rguhack2019 tweetwall once I stick some choice try/catch blocks in my shoddy tweetwall code :)',0,1,0,0,Non-Aligned,-0.4404
1099097286573993985,2019-02-23 00:03:08,"b""Really looking forward to #rguhack tomorrow.  Can't wait to see all the mad inventions our competitors get up to @RGUComputing""",0,2,0,0,Conservative,0.3875
1099049412196737024,2019-02-22 20:52:53,b'RT @infobeautiful: A longlist of the most creative and interesting entries from the World Data Visualization Prize. Which is your favourite\xe2\x80\xa6',51,0,0,0,Non-Aligned,0.743
1097263031271206912,2019-02-17 22:34:27,b'Morning in  the Market #Photography https://t.co/Tf9YEOZIak',0,2,1,0,Non-Aligned,0.0
1097263006579335170,2019-02-17 22:34:21,b'Ingredients #Photography https://t.co/NRkv3dSHbk',0,1,1,0,Non-Aligned,0.0
1097260425262043136,2019-02-17 22:24:06,b'Light Boats #Photography https://t.co/zgjHuTInAI',0,2,1,0,Non-Aligned,0.0
1095821423564722176,2019-02-13 23:06:01,b'Passing the Light #Photography https://t.co/mK6Oa0Fo7T',0,0,1,0,Non-Aligned,0.0
1095818692548616192,2019-02-13 22:55:10,b'Passing the Light #Photography https://t.co/DXvG8kl3Ao',0,1,1,0,Non-Aligned,0.0
1095799271931170823,2019-02-13 21:38:00,b'Light Fisher #Photography https://t.co/og38F2jEMr',0,0,1,0,Non-Aligned,0.0
1095789955249520640,2019-02-13 21:00:58,b'After Market #Photography https://t.co/Lls6IXdjzT',0,0,1,0,Non-Aligned,0.0
1094351018073174016,2019-02-09 21:43:09,b'Getting Ready #Photography https://t.co/AbF08T87Ri',0,0,1,0,Non-Aligned,0.0
1094328369179705346,2019-02-09 20:13:09,b'The Light Seller #photography #photo https://t.co/1Uvf3wNA24',0,3,1,0,Non-Aligned,0.0
1093996777404010497,2019-02-08 22:15:31,b'Tmorrows Load #photography #photo https://t.co/GC8uHY9WeF',0,3,1,0,Non-Aligned,0.0
1092909127607693318,2019-02-05 22:13:35,b'A Long Wait #photography #photo https://t.co/9yEpC3iWhJ',0,2,1,0,Non-Aligned,0.0
1092909110964731916,2019-02-05 22:13:31,b'Standing Army #photography #photo https://t.co/xIVcDRvRRF',0,0,1,0,Non-Aligned,0.0
1091688716525985792,2019-02-02 13:24:07,"b'Well that escalated quickly @ Kirriemuir, Angus https://t.co/1S2RnlOONh'",0,1,0,1,SNP,0.0
1091087335805079552,2019-01-31 21:34:26,b'Morning Mountain #Photography https://t.co/S1qUUEI7tb',0,3,1,0,Non-Aligned,0.0
1090924219725213697,2019-01-31 10:46:17,"b""LinkedIn has just informed me I have been at @RGUComputing for four years! My desk hasn't got any tidier but I have met some amazing people.""",0,7,0,0,LibDem,0.34
1090754318230306818,2019-01-30 23:31:09,b'Ha Long Hawk #Photography https://t.co/9DHpE6UbbF',0,2,1,0,Non-Aligned,0.0
1090754308663062528,2019-01-30 23:31:07,b'Potential Rice #Photography https://t.co/zp3Qsi6Fu7',0,2,1,0,Non-Aligned,0.0
1090027346315436032,2019-01-28 23:22:25,b'Pastel Islands #Photography https://t.co/f3HJqJ5CH2',0,3,1,0,Non-Aligned,0.0
1090027335871594497,2019-01-28 23:22:23,b'vietnam-02-02-2019-302-Edit.jpg #Photography https://t.co/MsHgGg1QC0',0,6,1,0,Non-Aligned,0.0
1090027327034150913,2019-01-28 23:22:21,"b""Commuter's View #Photography https://t.co/oSRdLk5KXR""",0,2,1,0,Non-Aligned,0.0
1089651169977401344,2019-01-27 22:27:38,b'@pmcguire58 Ha Long bay in Vietnam.',0,1,0,0,Non-Aligned,0.34
1089634803505340417,2019-01-27 21:22:36,b'Morning Bay #Photography https://t.co/tZNRwlRtt3',0,6,1,0,Non-Aligned,0.0
1089634792864387072,2019-01-27 21:22:33,b'Late Catch #Photography https://t.co/5i0eeHVLnN',0,5,1,0,Non-Aligned,0.0
1089634781137117184,2019-01-27 21:22:30,b'Evening Flight #Photography https://t.co/kxGPOvQBlv',0,9,1,0,Non-Aligned,0.0
1089272422283595781,2019-01-26 21:22:37,b'Huc Night #Photography https://t.co/u8q3peSUO2',0,2,1,0,Non-Aligned,0.0
1089272367577214976,2019-01-26 21:22:24,b'Home Time #Photography https://t.co/yxSGDZ9mKx',0,2,1,0,Non-Aligned,0.0
1089272358618234881,2019-01-26 21:22:22,b'Street Life #Photography https://t.co/XNtvVX3BYv',0,2,1,0,Non-Aligned,0.0
1089272347536822277,2019-01-26 21:22:20,b'Shoe Tiles #Photography https://t.co/gae11M7DSq',0,2,1,0,Non-Aligned,0.0
1089129667200798722,2019-01-26 11:55:22,"b'@RuthEdwards101 Thanks! I was in Vietnam for a 3 and a bit weeks, just got back and processing the photos.'",0,1,0,0,Labour,0.3612
1088954801566683138,2019-01-26 00:20:31,b'Tourists #Photography https://t.co/SUDidbBPdY',0,2,1,0,Non-Aligned,0.0
1088954793660436481,2019-01-26 00:20:29,b'Coming Through #Photography https://t.co/LMBuHFn3T1',0,1,1,0,Non-Aligned,0.0
1088912034790625280,2019-01-25 21:30:34,b'Life on Rails #Photography https://t.co/UzrQJYTZ8n',1,3,1,0,Non-Aligned,0.0
1088912024120279040,2019-01-25 21:30:32,b'Lowdown in Train Street #Photography https://t.co/zP3BbuLbci',0,2,1,0,Non-Aligned,0.0
1088912014200721409,2019-01-25 21:30:29,b'City Temple #Photography https://t.co/Qh6AZJYjZq',1,1,1,0,Non-Aligned,0.0
1085494135434268673,2019-01-16 11:09:04,b'@eKrissie @hardiman Thanks Kristina!',0,0,0,0,Conservative,0.3612
1085462749981732865,2019-01-16 09:04:21,b'@hardiman Thanks!',0,0,0,0,Labour,0.3612
1085333146483122177,2019-01-16 00:29:21,b'@pmcguire58 @RosieB97 Go to Szimpla Kert and Yellow Zebra',0,1,0,0,UKIP,0.0
1083331490153299969,2019-01-10 11:55:29,b'@richardlaing123 @paul_stothard @UKLabour https://t.co/1jBF16QEMA',0,1,1,0,Labour,0.0
1082875915909005312,2019-01-09 05:45:11,b'@realDonaldTrump Walloper',0,0,0,0,Non-Aligned,0.0
1082630094714064897,2019-01-08 13:28:23,"b'@SkyNews Love this advert, shows HSBC are aiming their business at a forward thinking, educated market. Not gammon.'",0,2,0,0,Non-Aligned,0.6369
1078238613354082305,2018-12-27 10:38:12,b'As with all good journeys it begins in the airport bar. @ Newcastle International Airport https://t.co/yAH88SKqis',0,0,0,1,Non-Aligned,0.4404
1077600334216859649,2018-12-25 16:21:55,"b'@shivap12 Thanks Shiva! Yes very well, hope you are good. Merry Christmas!'",0,0,0,0,SNP,0.8555
1077536188670640128,2018-12-25 12:07:01,b'RT @EdwardTufte: only on twitter https://t.co/Gx3PYMQ75S',93,0,0,1,Non-Aligned,0.0
1077536006595850242,2018-12-25 12:06:18,b'@DX115FALCON Travesty Die hard 3 is ace! I only wish that had made sequels to the matrix. Imagine how good matrix 2\xe2\x80\xa6 https://t.co/WQX4vUrW2R',0,1,0,1,LibDem,0.0772
1077534477335871488,2018-12-25 12:00:13,"b""RT @theSNP: \xf0\x9f\x93\x96 'Twas the Nightmare before Brexit... https://t.co/QToY8Ts5Mz""",2868,0,1,0,SNP,0.0
1077327767048458245,2018-12-24 22:18:50,"b'Prep finished...sponsored by Anchor special ale @ Kelso, Scottish Borders https://t.co/6ClQMGh0Fj'",0,1,0,1,SNP,0.4019
1077305343808552960,2018-12-24 20:49:43,"b""These Borderers don't like turkey, so this little Guinea fowl is for me an Murphy!....sponsored by a little Leffe W\xe2\x80\xa6 https://t.co/bwfph8MEIF""",0,0,0,1,Anti-Conservative,-0.2755
1077281787125092352,2018-12-24 19:16:07,b'RT @MattHemes: Phone numbers for anyone who is struggling. You are not alone.\n\n\xf0\x9f\x8f\xb3\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x8c\x88@SwitchboardLGBT\n0300 330 0630\n\n\xf0\x9f\x8c\x88@LGBTfdn\n0345 3 30 30 3\xe2\x80\xa6',4113,0,0,0,SNP,0.0772
1077264778911993857,2018-12-24 18:08:32,"b'Christmas Ham studding.... only possible with the support of Pere Noel from De Ranke @ Kelso, Scottish Borders https://t.co/hKF8IcrE8j'",0,0,0,1,SNP,0.4019
1077226426418556932,2018-12-24 15:36:08,b'Tattie peeling...sponsored by Blitzen Christmas ale https://t.co/vEP2JHbT9Z',0,0,0,1,Conservative,0.0
1077207816887255040,2018-12-24 14:22:11,"b'Christmas Ham prep... brought to you by Mittenwald Weihnachts Bock @ Kelso, Scottish Borders https://t.co/SjgJWUsC35'",0,1,0,1,SNP,0.0
1076893780584869888,2018-12-23 17:34:19,"b'Elf watching, sponsored by unpronounceable smokey German beer. @ Kelso, Scottish Borders https://t.co/ocpB49b9Tk'",0,1,0,1,SNP,0.0
1076866735238635522,2018-12-23 15:46:51,"b'Christmas has started. Arrival at in-laws. Sponsored by Guinness @ Kelso, Scottish Borders https://t.co/P0ppKyZz2N'",0,1,0,1,SNP,0.34
1075855521163419648,2018-12-20 20:48:39,b'@pmcguire58 https://t.co/1e4LB1HBuc',0,1,1,0,Non-Aligned,0.0
1075408029972119552,2018-12-19 15:10:29,"b'@AndyGuest73 I approve, but I hear your external is brutal'",0,0,0,0,Anti-SNP,-0.6249
1074575317845590016,2018-12-17 08:01:35,"b'RT @elizaces: Carl Simpson, founder of the Raise the Roof Homeless Project, told the BBC he paid \xc2\xa31,092 for 14 twin rooms at the Royal Hote\xe2\x80\xa6'",39,0,0,0,DUP,0.0
1074410895281934337,2018-12-16 21:08:13,b'RT @AngusRobertson: Record UK viewing figures for German @ZDF TV comedy programme as Brexit Britain becomes the butt of jokes on the @heute\xe2\x80\xa6',211,0,0,0,SNP,0.296
1073899839212150784,2018-12-15 11:17:28,b'@TheLastLeg #maydick mainly for breaking the first Asimov law.',0,0,0,0,Labour,0.0
1073360732773867520,2018-12-13 23:35:15,b'RT @scotch_io: T-minus 2 hours until our React+Vue webinar! Join us with some live coding by @chrisoncode https://t.co/IuFm0UGVLd',6,0,0,1,Non-Aligned,0.296
1073131211067977728,2018-12-13 08:23:13,"b""It's not Christmas untill I see Peter Griffin Christmas Hits. Via @pamisaacs https://t.co/VH2GG14PsM""",0,1,0,1,Conservative,0.0
1072630062132985857,2018-12-11 23:11:49,b'RT @LHSComputing_: Wow! Thanks a lot to @RobertGordonUni lecturers Mark and John for coming to run those Coding Workshops! The S3 really en\xe2\x80\xa6',4,0,0,0,Non-Aligned,0.743
1072514620093620224,2018-12-11 15:33:06,"b'@AuchmutyITDept thanks for a great afternoon, your students were amazing! Definitely the computing stars of the fut\xe2\x80\xa6 https://t.co/rWL1MnUPDs'",1,1,0,1,Non-Aligned,0.765
1072513435588591618,2018-12-11 15:28:24,b'RT @AuchmutyITDept: @hourofcode hits @AuchmutyITDept !! Creating the next generation of coders with @RGUComputing and @wildfireone https://\xe2\x80\xa6',2,0,0,0,Non-Aligned,0.0
1072441336459132928,2018-12-11 10:41:54,b'RT @markzarb: At @LochgellyHS about to run an #hourofcode with @wildfireone! #touringfife #roadtrip @RGUComputing',1,0,0,0,SNP,0.0
1072216431855583232,2018-12-10 19:48:12,"b'RT @NicolaSturgeon: So @jeremycorbyn - if Labour, as official opposition, lodges motion of no confidence in this incompetent government tom\xe2\x80\xa6'",15471,0,0,0,SNP,0.0
1071876958085095425,2018-12-09 21:19:15,"b'When you make a big, dog sized bed from an old double dovet. #catsofinstagram #catsaredicks https://t.co/kqbpGl14xc'",0,0,0,1,Non-Aligned,0.0
1071788637401026564,2018-12-09 15:28:18,b'Lifeskills trainer. #simulation #selfhelp #skills #abetteryou https://t.co/onhGLuIgDO',0,1,0,1,Non-Aligned,0.0
1071769329023242241,2018-12-09 14:11:35,b'What a time to be alive! #unicorns #winning #wtfisthis https://t.co/oP5hKXzrso',0,0,0,1,Labour,0.5859
1070953746002313217,2018-12-07 08:10:45,b'#Travel to #Peru &amp; #Bolivia #Japan #Tanzania or #Mexico #Belize &amp; #Guatemala with #TourRadar and #BambaExperience!\xe2\x80\xa6 https://t.co/PvWjMUKfQu',0,0,0,1,Non-Aligned,0.0
1069866385717776385,2018-12-04 08:09:58,"b'RT @lewispringle: To get into the Christmas mood, a short montage of every BBC One Christmas ident since 1974. https://t.co/BoK2kvTevT'",1682,0,1,0,Labour,0.0
1069711074222583809,2018-12-03 21:52:49,b'Obligatory Christmas Tree Photo pamisaacs #christmas #christmastree https://t.co/9vlpyaoYp2',0,2,0,1,SNP,0.0
1069710595266621440,2018-12-03 21:50:54,"b'Christmas has landed. #christmas #christmastree #realtree @ Kirriemuir, Angus https://t.co/ywhVfn550p'",0,0,0,1,SNP,0.34
1069168488248426497,2018-12-02 09:56:46,"b""RT @irnbru: IT'S HERE! IRN-BRU Snowman. The Sequel.\nHave a phenomenal Christmas! \xe2\x9b\x84\n#BruSnowmanTwo https://t.co/VhGHzTs1G2""",2813,0,1,0,SNP,0.0
1068629520364855298,2018-11-30 22:15:06,"b'#isitok that May looks like the sulky teenager refusing to wave in the G20 ""family photo"" @TheLastLeg https://t.co/DRTN8YfQfG'",0,1,1,0,LibDem,0.3612
1068473403370291200,2018-11-30 11:54:45,b'@markzarb I cuddle this guy every day. https://t.co/HutYFyO4KW',0,1,1,0,Non-Aligned,0.0
1068408606905782272,2018-11-30 07:37:16,"b'RT @ScottishSPCA: Forsa, the otter cub, was practising feeding at our wildlife centre.\n\nWe thought it looked like she was having a good boo\xe2\x80\xa6'",123,0,0,0,SNP,0.6597
1068408002301046784,2018-11-30 07:34:52,b'RT @EvilGalProds: I\xe2\x80\x99m so over the grind-til-you-die mentality\n\nHave a life. Go see a movie. Take your kids to the park. Cuddle a dog. Read\xe2\x80\xa6',18400,0,0,0,Non-Aligned,0.0
1068241016069767168,2018-11-29 20:31:19,"b'If you are struggling with mental health at uni, whatever it is, please speak to someone. This site has loads of he\xe2\x80\xa6 https://t.co/Wmug7Usbr4'",3,5,0,1,Green,0.34
1068240362471415808,2018-11-29 20:28:44,b'Jabs done. Here we come Vietnam @pamisaacs https://t.co/klbZOEAE5a',0,2,1,0,Non-Aligned,0.0
1067521360501633025,2018-11-27 20:51:40,b'RT @NASAInSight: There\xe2\x80\x99s a quiet beauty here. Looking forward to exploring my new home. #MarsLanding https://t.co/mfClzsfJJr',54206,0,1,0,DUP,0.0
1067069031860056065,2018-11-26 14:54:17,"b'This guy has got all dressed up to hit on our chickens. #chickens #datenight @ Kirriemuir, Angus https://t.co/MFLOAK7Sz7'",0,1,0,1,Non-Aligned,0.34
1066768048864997376,2018-11-25 18:58:17,b'#angus traffic jam. https://t.co/6VygRW0W2t',0,0,0,1,Non-Aligned,0.0
1065894522398433280,2018-11-23 09:07:12,b'RT @lookwhatjendid: If you have an interest in #digital or #heritage or both - don\xe2\x80\x99t miss seeing and hearing from the wonderful Clara from\xe2\x80\xa6',6,0,0,0,Non-Aligned,0.34
1065893474120159233,2018-11-23 09:03:02,b'RT @AvidSnapper: @Channel4News @C4Ciaran @BBCGaryR @BBCScotlandNews People are right to ask why this doesnt happen at BBC Scotland?',11,0,0,0,SNP,0.0
1065708773988343808,2018-11-22 20:49:06,"b""@noktec It's fine, it just means that your friend will be one of the first generation of clones.""",0,3,0,0,Non-Aligned,0.6124
1064585854222573568,2018-11-19 18:27:01,"b'@RoyalMail I came in the front door 15 minutes before this ""attempted"" delivery and it was perfectly accessable. Ev\xe2\x80\xa6 https://t.co/Ef7DvIVWok'",0,0,0,1,SNP,0.0
1063524094686257152,2018-11-16 20:07:58,"b""#isitok I couldn't sleep last night in case I woke up as Brexit Secretary""",0,2,0,0,LibDem,0.0
1063186587637432320,2018-11-15 21:46:50,"b""Stay frosty people, don't relax, don't sleep, you might get made #BrexitSecretary""",0,1,0,0,Non-Aligned,-0.3412
1063130733311655939,2018-11-15 18:04:53,"b'@RobinJSS #brexit is a ""fluid"" process'",0,1,0,0,LibDem,0.0
1063130609374109697,2018-11-15 18:04:23,"b""Tresemme hasn't resigned and the John Lewis advert is rubbish. #christmasruined""",0,0,0,0,UKIP,0.2584
1063028201054760961,2018-11-15 11:17:27,"b'@BBCNews Weighing up the options, how about we try this No Brexit approach that sounds interesting.'",0,9,0,0,LibDem,0.4588
1062834310317776897,2018-11-14 22:27:00,"b'Love how @duponline\'s Twitter handle needs to specify ""online"" as if there is a paper version of Twitter. Imagine v\xe2\x80\xa6 https://t.co/Uqht7Y3jsR'",0,0,0,1,DUP,0.0
1062833688570986503,2018-11-14 22:24:32,b'Tresemme in discussions with DUP. https://t.co/v7o1cGY0Pc',0,0,1,0,DUP,0.0
1062831326120808449,2018-11-14 22:15:09,"b'@SkyNews @duponline Well yes, same sex marriage and abortion law for a start.'",0,1,0,0,DUP,0.2732
1062830229054468096,2018-11-14 22:10:47,b'RT @NicolaSturgeon: Not long off call with PM. She tried to tell me Scotland\xe2\x80\x99s \xe2\x80\x98distinctive\xe2\x80\x99 interests had been protected. I pointed out th\xe2\x80\xa6',10746,0,0,0,SNP,0.6808
1061569081634099200,2018-11-11 10:39:26,b'RT @cbeagrie: Iceland urges customers to make its banned Christmas TV ad go viral https://t.co/F0IpPqc53N',2,0,0,1,Anti-SNP,-0.5574
1061567597303472128,2018-11-11 10:33:32,"b""RT @pamisaacs: It should't be easier to ban an add than to ban the use of palm oil. Well done #Iceland share the #IcelandAdvert far and wid\xe2\x80\xa6""",1,0,0,0,Anti-Green,-0.2732
1059553871595536385,2018-11-05 21:11:43,b'RT @RGUComputing: #HappyHalloween from all of us in Computing! @RobertGordonUni https://t.co/0AMtUmTdAQ',1,0,1,0,Non-Aligned,0.0
1059542276890865664,2018-11-05 20:25:38,b'@500px chamois cloth to keep the lens (and everything else clean) https://t.co/wJeF1xNBex',0,3,1,0,Green,0.4019
1059541573489311745,2018-11-05 20:22:51,b'Great day @dundee_angus talking about @RGUComputing courses. Look forward to seeing some of you again in the future @RobertGordonUni',3,7,0,0,SNP,0.0
1059541061868109824,2018-11-05 20:20:49,b'RT @markzarb: Having a great day talking about courses offerered by @RGUComputing @RobertGordonUni at @dundee_angus - always good to meet f\xe2\x80\xa6',2,0,0,0,SNP,0.7906
1059353197943373825,2018-11-05 07:54:18,"b""RT @ASPaton: Scotland's mountain hare population in Eastern Highlands is at 1% of 1950s level: Meanwhile Mountain Hare culls continue - Why\xe2\x80\xa6""",1112,0,0,0,SNP,0.0
1059352402518818816,2018-11-05 07:51:09,"b'RT @ronbuch: @LynneDevine8 @courier , would your readers not be interested in this? #brexit #AngusFruitFarms'",10,0,0,0,LibDem,0.4588
1058798273878806529,2018-11-03 19:09:14,b'Danube Light Streams #Photography https://t.co/rcwfXwX2F4',1,1,1,0,Non-Aligned,0.0
1058798265079119872,2018-11-03 19:09:12,b'96 meters #Photography https://t.co/oN6T556xo4',1,3,1,0,Non-Aligned,0.0
1058623097283198976,2018-11-03 07:33:09,b'61 years ago this little dog became the first earth born space traveller. She never came back. #laika #rememberlaika https://t.co/HDKsedFbrl',0,2,0,1,Non-Aligned,0.0
1058509645017419776,2018-11-03 00:02:20,b'Night Bridge #Photography https://t.co/zPjBqj7nfi',0,0,1,0,Non-Aligned,0.0
1058509636465319941,2018-11-03 00:02:18,b'Rush Hour #Photography https://t.co/JMFE6d80J0',0,1,1,0,Non-Aligned,0.0
1058479458548678656,2018-11-02 22:02:23,b'Pretty Democracy #Photography https://t.co/3kqON1ad9C',0,0,1,0,Non-Aligned,0.0
1058479450168479744,2018-11-02 22:02:21,b'Into the City #Photography https://t.co/EMGnEkGKvE',0,1,1,0,Non-Aligned,0.0
1057733351841251328,2018-10-31 20:37:37,"b'No pumpkins left so went old school. House protected tonight by a wee turnip. #turnip #halloween @ Kirriemuir, Angus https://t.co/uKN09WFvSf'",0,1,0,1,SNP,0.3818
1057572655094792192,2018-10-31 09:59:04,b'RT @ruthEfalconer: Lecture capture: vital learning aid or a licence to skip class? https://t.co/amGEvtmTCS via @timeshighered',2,0,0,1,Non-Aligned,0.296
1056953746297704448,2018-10-29 16:59:45,"b'#lostintranslation @ Budapest, Hungary https://t.co/xzQQweVsoo'",0,0,0,1,Non-Aligned,0.0
1056294250206371841,2018-10-27 21:19:08,"b'RT @eddo75: Trump doesn\xe2\x80\x99t know how to put an umbrella down, pass it on  https://t.co/j9mTFQvSry'",255,0,1,0,Non-Aligned,0.0
1056251430410092546,2018-10-27 18:28:59,"b'Ruin Bars, like a house party where someone else has done your work for you. #hungary #travels @ Budapest, Hungary https://t.co/YDnCSBypuw'",0,0,0,1,Green,0.5994
1056218942904197120,2018-10-27 16:19:54,b'Too good. Think I might stay @ Szimpla Kert https://t.co/irkIxJY9N6',0,0,0,1,Non-Aligned,0.4404
1056209698221932544,2018-10-27 15:43:10,b'Nice table company at the this bar @ Szimpla Kert https://t.co/WJS7ItWNgG',0,0,0,1,Labour,0.0
1056166333480665088,2018-10-27 12:50:51,"b'@KLM_UK No problem, they were honestly really great. Coming back on Wednesday not worried about it now!'",0,0,0,0,Non-Aligned,0.34
1056148873050251267,2018-10-27 11:41:28,b'I thought travelling all the way from Edinburgh to Budapest with a broken ankle and crutches was going to be diffic\xe2\x80\xa6 https://t.co/sbqmrJeQ1s',1,4,0,1,Anti-LibDem,-0.4767
1056089858643357696,2018-10-27 07:46:58,b'Since airports are international the sun is most definitely past the yard arm @ Amsterdam Airport Schiphol https://t.co/w5MYaXZgRb',0,0,0,1,Non-Aligned,0.0
1056080748317433856,2018-10-27 07:10:46,b'Schiphol! @ Amsterdam Airport Schiphol https://t.co/thj4c9Unt2',0,0,0,1,Non-Aligned,0.0
1056034865076932608,2018-10-27 04:08:26,b'Too early! @ Edinburgh Airport https://t.co/MIqlSkIPky',0,0,0,1,SNP,0.0
1054172865841512448,2018-10-22 00:49:31,"b'@Simon_Burnett This actually applies to scratched CDs as well. I had a really bad bootleg of ""no need to argue"" tha\xe2\x80\xa6 https://t.co/DqJc4LzT5g'",0,1,0,1,Anti-Labour,-0.34
1053759345232658432,2018-10-20 21:26:20,b'Withywindle #Photography https://t.co/gsRozzolCA',0,2,1,0,Non-Aligned,0.0
1053729129194049536,2018-10-20 19:26:16,"b""The Bard's View #Photography https://t.co/7d6OuaU4jK""",0,2,1,0,Non-Aligned,0.0
1053729110080524288,2018-10-20 19:26:11,"b""Bard's Falls #Photography https://t.co/AdJfTviekt""",0,3,1,0,Non-Aligned,0.0
1052117619019534337,2018-10-16 08:42:42,"b'@AdmiralUKHelp @AdmiralUK So its my fault my quote has gone up.... Didn\'t realize my 5 year old Corsa was ""Gadget F\xe2\x80\xa6 https://t.co/lseSZCYiti'",0,0,0,1,Non-Aligned,-0.0772
1051853521149153283,2018-10-15 15:13:16,"b""@violatricky @AdmiralUK It's just mental. \xc2\xa3800 quid when everyone else is \xc2\xa3400. What happened to customer loyalty.""",0,1,0,0,Labour,0.0
1051803873428553729,2018-10-15 11:55:59,"b""Thanks for the renewal quote that is double everyone else's @AdmiralUK, but I think I'll pass. Why do insurance com\xe2\x80\xa6 https://t.co/zlHYRe8i2e""",0,1,0,1,Anti-Green,-0.4215
1047743891519279104,2018-10-04 07:03:04,b'@TheSonsieBogle Nice one Kenny!',0,0,0,0,Non-Aligned,0.4215
1047211202428985345,2018-10-02 19:46:21,b'@ljf_io It would be ok if other apps adhered to it. Looking at you @googlechrome',0,0,0,0,Non-Aligned,0.296
1045460553660010496,2018-09-27 23:49:54,b'@cbeagrie I got those great new headphones that mean you can still hear things outside them. I fixed this by turnin\xe2\x80\xa6 https://t.co/A90wDoMniu',0,1,0,1,Non-Aligned,0.6249
1045267302852251649,2018-09-27 11:01:59,b'@richardlaing123 @RGUresearch Gutted i missed this :(',0,0,0,0,Non-Aligned,-0.1531
1045266544748630021,2018-09-27 10:58:59,b'Help save Loch Lomond - Object to Flamingo Land in Balloch https://t.co/Hd33WeGu0e',3,3,0,1,SNP,0.4939
1044281712241528832,2018-09-24 17:45:36,b'When a fair proportion of their members support one or both of the potential referendums. You would think they woul\xe2\x80\xa6 https://t.co/Jm1gu7fjCA',0,3,0,1,Conservative,0.6124
1042135757694095361,2018-09-18 19:38:21,b'Far West #Photography https://t.co/nlmQtPbCVr',0,4,1,0,Non-Aligned,0.0
1041776216909471745,2018-09-17 19:49:40,b'@ljf_io she has lost the ability to correct your typing as well.',0,0,0,0,Labour,0.296
1041769742045007878,2018-09-17 19:23:56,b'Observations from breaking my ankle.\n1: leaving the sofa for any period of time is now exercise\n2: trips to the fri\xe2\x80\xa6 https://t.co/vM3Npc43Ys',0,10,0,1,SNP,0.0
1041251520996671493,2018-09-16 09:04:42,"b'RT @RGU_CS: Welcome to the committee: Shaw Eastwood, Eilidh Southren, Amartya Yadav, Allan Noble, Zhaklina Velcheva, Jess McGowan, Joe Murr\xe2\x80\xa6'",1,0,0,0,SNP,0.0
